0.035706,-0.0042725,0.033875,0.11078,0.085144,0.0018311,-0.0039673,0.050964,0.0030518,0.039978,0.0048828,-0.12421,-0.17914,0.046387,-0.0042725,-0.10864,-0.066528,-0.033875,-0.091858,-0.055847,0.018311,0.014954,-0.067444,0.014648,0.040894,-0.070496,-0.075073,0.010681,-0.015259,0.083618,-0.053101,0.030212,0.14282,0.19196,0.013733,0.036926,-0.096436,-0.035095,0.016785,-0.12115,-0.06073,-0.097046,0.0021362,0.083313,-0.078735,0.082397,-0.10559,-0.11017,-0.08667,0.047913,-0.069885,0.29205,0.0048828,-0.038452,-0.12054,0.041504,-0.09552,0.1001,-0.15808,0.13031,-0.09613,0.13428,0.16754,-0.05249,-0.026245,-0.048523,-0.065002,0.023499,0.0085449,0.06012,0.10254,0.1059,-0.18494,-0.07782,-0.042419,0.045471,-0.065308,-0.010681,-0.11444,-0.047302,0.038147,0.10468,-0.1062,0.0097656,-0.12451,-0.10956,-0.17181,0.030823,-0.011902,-0.012207,-0.077209,0.21759,-0.019836,-0.094604,0.0021362,-0.26154,0.19196,0.14008,0.019531,0.016174
0.082397,-0.042725,0.00091553,0.062866,0.08728,-0.0097656,-0.010376,0.055847,-0.031128,0.12543,-0.06012,-0.07019,-0.038452,0.076294,0.035706,-0.11627,-0.067444,0.025635,-0.2124,-0.11078,0.031738,-0.010986,0.0042725,0.016479,-0.06073,0.053101,-0.042725,0.038147,-0.0030518,-0.0030518,-0.036011,-0.033875,0.10071,0.087585,0.033569,0.018616,-0.10376,-0.053711,-0.025024,-0.31616,-0.0073242,-0.066223,0.091553,0.09491,-0.0073242,0.072327,-0.19165,-0.18036,-0.064087,0.056763,0.0036621,0.25085,0.039673,0.0048828,-0.027466,0.067444,-0.029297,0.10681,-0.18646,0.12238,-0.19531,0.13672,0.1709,-0.014343,-0.060425,-0.055542,-0.12726,0.0097656,-0.023804,-0.033875,0.10803,0.032349,-0.018311,0.0015259,-0.031128,0.051575,-0.053101,0.011902,-0.18311,-0.064697,0.075073,0.11139,-0.059509,0.0354,-0.12238,-0.070801,-0.14008,0.01709,0.0018311,-0.068359,-0.050659,0.24933,0.013123,-0.2005,0.023193,-0.07019,0.18311,0.17029,0.032349,0.040894
0.047913,-0.10559,0.068359,0.050964,0.014038,-0.0048828,-0.0048828,0.030823,-0.083923,0.096741,0.013733,-0.20172,-0.090942,0.038757,0.010681,-0.04364,-0.066833,-0.028687,-0.12238,-0.2359,0.064392,-0.0033569,0.13092,0.099487,-0.046692,0.014648,0.045776,0.00091553,-0.037231,-0.0067139,-0.12665,-0.011292,0.10101,-0.072937,0.012512,-0.046997,-0.048828,-0.081787,0.0097656,-0.32471,0.0033569,-0.078125,0.12207,0.080872,-0.04425,0.029602,-0.11566,-0.18616,-0.15656,0.067139,-0.014038,0.13306,0.031738,-0.013733,-0.076294,0.061035,0.0054932,0.31921,-0.13794,0.1004,-0.17181,0.15472,0.22308,-0.086975,-0.023804,0.029907,-0.14191,0.13336,-0.07019,0.0018311,0.041809,0.032043,-0.037537,-0.0012207,0.11353,0.049438,0.0061035,-0.0030518,-0.13916,-0.04425,0.064087,0.098267,-0.04364,-0.016785,-0.12573,-0.064392,-0.046082,-0.036621,0.071106,-0.023804,0.024109,0.23376,0.046387,-0.19073,0.042419,-0.075378,0.15442,0.12665,0.068665,-0.011597
0.053406,-0.071411,0.072021,0.18463,-0.0021362,-0.1004,-0.11627,0.031128,-0.093994,-0.016174,0.03418,-0.19989,-0.19165,0.013123,-0.063477,-0.040894,-0.081482,-0.033569,-0.15411,-0.16174,-0.045471,-0.011292,0.15015,0.13763,-0.024719,-0.0354,0.14557,-0.06012,-0.031738,-0.060425,-0.10132,0.021667,0.19135,-0.012207,-0.007019,-0.11597,-0.031738,-0.073853,-0.016785,-0.31403,0.086975,-0.030823,0.14679,0.17578,-0.04364,0.076599,-0.075684,-0.13275,-0.18341,0.044861,0.057068,0.1062,-0.027466,-0.00061035,-0.056152,-0.010986,-0.027466,0.36438,-0.18005,0.10162,-0.072327,0.21912,0.2002,-0.092163,0,-0.0033569,-0.023193,0.19775,-0.03418,-0.044861,0.033569,0.020447,0.010986,-0.067749,0.1535,0.062866,-0.084839,0.016174,0.062256,-0.0057983,0.037537,0.036316,-0.032959,-0.06958,-0.19043,-0.092468,0.0036621,-0.018616,-0.031433,-0.042419,-0.0177,0.28381,0.087585,-0.092163,0.065613,-0.071716,0.16693,0.065613,0.050659,-0.061035
0.088501,-0.10254,0.039673,0.21179,0.015564,-0.032349,-0.053101,0.10254,-0.071716,-0.045776,-0.021973,-0.23926,-0.059509,0.069275,-0.072632,-0.052185,-0.007019,0.028687,-0.13947,-0.1416,-0.056763,-0.057068,0.17639,0.19226,0.023193,-0.046997,0.099487,0.0064087,-0.021973,-0.099182,-0.12329,-0.019531,0.35553,-0.04303,0.049133,-0.12451,-0.012817,-0.13794,-0.057678,-0.19592,0.06134,-0.019226,0.16571,0.15594,-0.041199,0.049438,-0.035095,-0.050659,-0.19867,0.081482,0.038147,0.08667,0.0036621,0.014343,-0.049133,-0.013428,-0.086975,0.38452,-0.13062,0.030823,-0.063477,0.24628,0.12146,-0.066223,0.05188,0.053406,0.0061035,0.15106,-0.063171,-0.06897,0.056152,0.036316,0.023804,0.0048828,0.22614,0.028381,0.029297,-0.012207,0.09552,-0.0042725,0.046997,-0.02533,-0.12268,0.060425,-0.27649,-0.09552,-0.071411,-0.058594,-0.012207,-0.036316,0.10895,0.3125,0.037842,-0.014648,0.050659,0.06134,0.11658,0.093384,0.032654,-0.084534
0.038452,-0.18036,0.060425,0.080261,0.012817,-0.036011,0.0015259,0.12848,-0.14832,0.057373,-0.071716,-0.21088,-0.013733,0.072327,-0.024414,-0.12115,0.036316,0.015259,-0.090332,-0.12695,-0.080261,-0.052185,0.19318,0.18707,0.007019,-0.037231,0.017395,-0.021057,0.045166,-0.091858,-0.10773,-0.020447,0.31982,-0.18982,0.14801,-0.043335,-0.065002,-0.033569,0.010986,-0.14191,0.083923,0.0067139,0.23743,0.15594,0.021667,-0.0048828,-0.13245,-0.22614,-0.30701,0.00030518,-0.11871,0.084229,-0.047607,0.0088501,0.079956,-0.026245,-0.046997,0.38513,-0.083008,0.0082397,-0.098877,0.17578,0.10956,-0.048218,0.058899,0.077209,0.13123,0.085144,-0.031738,0.036926,-0.0177,0.025024,0.13458,-0.027771,0.25055,0.10834,0.083008,-0.024109,0.17853,-0.064697,-0.023193,-0.090332,-0.10529,0.0076294,-0.23743,-0.032349,-0.066223,-0.0027466,-0.088501,-0.11414,0.17273,0.32288,-0.033569,0.036011,0.026245,0.13214,0.057678,0.04364,0.071411,-0.13245
0.048218,-0.10437,0.028687,0.13885,-0.0354,-0.047607,-0.051575,0.12695,-0.24109,0.00030518,-0.065002,-0.13885,-0.036621,0.046997,-0.0018311,-0.11047,0.10925,-0.071106,-0.1059,-0.059814,-0.098267,-0.12299,0.2301,0.28656,0.045471,-0.011902,-0.10864,0.066833,0.073853,-0.13062,-0.093994,-0.055542,0.36011,-0.2124,0.07782,0.091553,-0.036621,-0.085754,-0.083923,-0.0027466,0.02655,0.019531,0.21332,0.1297,0.085754,-0.067139,-0.050659,-0.22644,-0.25696,-0.0067139,-0.13092,0.10803,0.032349,0.077515,0.14832,-0.010376,0.005188,0.39917,-0.062256,0.023193,0.015564,0.12329,0.24353,-0.013428,0.0012207,0.011292,0.040894,0.08728,-0.054321,-0.014038,0.055847,0.00061035,0.18463,-0.0018311,0.31036,0.16663,0.019836,0.11353,0.31219,-0.11383,0.10254,-0.10284,-0.16693,0.033875,-0.22644,0.020752,-0.042419,-0.055237,-0.098877,-0.054626,0.16449,0.31464,-0.077515,0.093384,-0.0039673,0.12817,0.071716,0.12939,-0.014038,-0.10559
0.061035,-0.09491,-0.10437,0.10681,0.044861,-0.071106,0.033875,0.10529,-0.10681,0.042725,-0.014038,-0.12665,-0.05249,0.095825,0,-0.10406,0.14587,-0.050964,-0.052795,-0.010986,-0.054016,-0.12787,0.28534,0.40314,0.041809,-0.042419,-0.19501,0.049744,0.018005,-0.21667,-0.10956,-0.093384,0.2359,-0.30334,0.054932,0.067444,-0.095215,-0.13306,-0.02533,0.054626,0.044556,0.046387,0.098877,0.056152,0.099792,-0.090637,0.005188,-0.17792,-0.11597,0.053711,-0.18707,0.075073,0.027466,0.087585,0.019226,-0.054321,0.046692,0.50751,-0.011292,0.054626,-0.0030518,0.15076,0.21027,0.029907,0.019531,-0.011597,0.051575,-0.079041,-0.077209,-0.053406,0.053101,-0.0054932,0.20142,0.079956,0.34332,0.09491,0.095215,0.099182,0.40833,-0.090942,0.19379,-0.16754,-0.17334,-0.05249,-0.24078,0.05249,-0.088501,-0.055237,-0.068665,-0.029297,0.17609,0.14679,-0.13275,0.055237,-0.061035,0.09613,0.16998,0.12817,0.060425,-0.090332
0.014954,-0.044556,0.010376,0.1181,0.058899,-0.025024,-0.057678,0.055847,-0.15991,0.061035,-0.0073242,-0.14069,0.021667,0.1181,0.030212,-0.13794,0.08667,-0.036011,-0.015564,-0.10284,-0.090637,-0.11688,0.22369,0.37201,0.016174,-0.013733,-0.14557,0.10742,-0.0039673,-0.19501,-0.074158,-0.015564,0.22736,-0.36713,0.069885,0.079956,-0.071716,-0.092773,-0.075684,0.0085449,-0.026245,0.027771,0.081177,-0.010681,0.12451,-0.16571,0.0177,-0.22644,-0.13641,0.039978,-0.21637,0.060425,0.048523,0.094299,0.053711,0.010071,-0.0177,0.43762,0.0064087,-0.0091553,0.04303,0.089111,0.15106,0.063171,-0.015564,0.10406,-0.030212,-0.095825,-0.057373,0.0064087,-0.036316,-0.005188,0.17395,0.098572,0.30121,0.10376,0.10101,0.048828,0.41443,-0.062256,0.12512,-0.086365,-0.15381,-0.081177,-0.14587,0.036621,-0.12146,-0.081787,-0.066528,-0.018005,0.12268,0.066528,-0.04425,0.088806,0.021057,-0.0061035,0.21698,0.2124,-0.039368,0.066528
0.089722,-0.06897,0.0097656,0.11292,0.091248,0.022278,-0.04364,0.08667,-0.097656,0.086365,0.049438,-0.13306,0.11627,0.0076294,0.021667,-0.079651,0.098267,-0.061646,-0.039673,-0.062256,-0.17334,-0.028992,0.27222,0.34363,0.055542,-0.097656,0.024414,0.22156,0.061646,-0.2002,-0.15045,-0.085144,0.15808,-0.30609,0.17334,0.12573,-0.13885,-0.046387,-0.12573,0.047913,0.016479,0.022888,0.018311,-0.047302,0.09552,-0.047607,0.0082397,-0.23499,-0.041809,0.025635,0.074768,0.062866,0.028687,0.063477,0.071411,0.088501,-0.091248,0.57495,0.042725,-0.029907,0.11749,0.10864,0.085449,0.070801,-0.026855,0.085449,-0.031433,-0.15533,-0.061646,-0.030212,-0.062256,0.13062,0.22614,0.024109,0.27954,0.15259,0.11566,0.11963,0.43579,-0.089722,0.054016,-0.043335,-0.20935,-0.13916,-0.1767,0.00030518,-0.11932,0.019836,-0.11292,0.0091553,0.0079346,-0.070496,0.00091553,0.073547,0.0021362,0.026855,0.088501,0.17365,-0.079041,0.0067139
