-0.05127,0.10559,-0.1355,-0.052795,0.048523,0.065918,-0.020447,0.046082,0.015564,-0.013428,-0.032654,0.2536,-0.12787,0.024719,0.050964,-0.088806,-0.14618,-0.053101,0.05249,0.048218,0.052185,0.1001,0.0082397,-0.074463,0.098877,0.065918,-0.046997,-0.069275,0.037231,-0.054626,0.095215,0.071106,0.20508,-0.033264,0.1413,-0.13977,0.049744,0.12054,-0.10315,-0.016785,-0.022278,0.14801,0.059814,-0.079041,-0.025024,-0.075378,0.013123,0.12878,0.089722,-0.078735,0.078125,0.13336,-0.112,0.014343,-0.06012,0.11047,0.07782,0.069275,0.04303,-0.047607,-0.10864,-0.061035,-0.15594,-0.14526,-0.028687,0.074158,0.033875,0.027466,-0.0091553,0.064392,-0.0039673,-0.14923,0.10162,-0.072021,0.078735,-0.18951,-0.098877,-0.20813,-0.056763,-0.0067139
-0.073242,0.088806,-0.14557,-0.079956,0.050964,0.076904,-0.029907,0.024719,-0.0048828,0.011902,-0.00091553,0.21484,-0.11108,0.018616,0.071411,-0.11475,-0.13123,-0.091248,0.061646,0.02655,0.025024,0.11078,0.010376,-0.040588,0.096741,0.053711,-0.057068,-0.076904,0.040588,-0.038147,0.072327,0.054932,0.18982,-0.071716,0.12665,-0.14374,0.05249,0.12054,-0.14526,0.029297,-0.043945,0.13153,0.037842,-0.075989,-0.011597,-0.055542,-0.020752,0.16937,0.013428,-0.048828,0.083008,0.12787,-0.10498,0.026245,-0.056458,0.11169,0.05188,0.070801,0.015564,-0.042419,-0.11353,-0.032043,-0.15076,-0.15778,-0.040894,0.082092,0.022583,0.013733,0.013123,0.058594,0.028687,-0.16327,0.11383,-0.053406,0.090942,-0.13153,-0.061951,-0.14893,-0.041504,0.029297
-0.095825,0.1355,-0.16541,-0.12665,0.10223,0.06958,-0.029907,0.030212,-0.045166,0.011902,0.010681,0.22034,-0.085754,0.0012207,0.070801,-0.13428,-0.18097,-0.064087,0.070496,0.071106,0.0177,0.092773,0.029297,-0.032349,0.083008,0.063782,-0.052795,-0.053101,0.057373,-0.048218,0.027161,0.10803,0.15686,-0.12604,0.13092,-0.16998,0.057678,0.096436,-0.14282,0.014038,-0.031433,0.13336,0.010376,-0.092163,-0.014648,-0.069275,-0.053711,0.13977,0.011902,-0.035706,0.11292,0.1355,-0.063477,0.043335,-0.038147,0.098267,0.024414,0.068359,-0.02655,-0.024414,-0.096436,-0.028992,-0.14893,-0.1651,-0.024414,0.057983,-0.0094604,-0.017395,0.020142,0.044861,0.048218,-0.12268,0.12817,-0.057068,0.068359,-0.11871,-0.02533,-0.11383,0.0036621,0.020447
-0.098572,0.11414,-0.18188,-0.1123,0.058594,0.039062,-0.020752,0.025635,-0.048218,0.0015259,0.024109,0.17578,-0.058594,0.0088501,0.069885,-0.13794,-0.18311,-0.054626,0.1004,0.094299,-0.028076,0.09491,0.11383,-0.030212,0.078735,0.055237,-0.0015259,-0.071411,0.078125,-0.081787,-0.0076294,0.12451,0.15472,-0.17883,0.10681,-0.17334,0.0036621,0.080566,-0.1825,-0.0076294,-0.074768,0.11749,0.00030518,-0.083008,0.0097656,-0.028381,-0.076294,0.13092,0.037231,-0.0027466,0.11841,0.13,-0.044861,0.028076,-0.024109,0.066528,0.0064087,0.056458,-0.0042725,-0.0021362,-0.10345,-0.0082397,-0.13062,-0.14099,0.0039673,0.069885,-0.021667,-0.038147,0.053406,0.033264,0.074463,-0.1123,0.17273,-0.055237,0.059814,-0.1001,0.0067139,-0.050964,-0.018311,0.010681
-0.07843,0.13367,-0.15381,-0.11963,0.036011,0.032349,-0.0079346,0.0067139,-0.058289,0.056458,0.0177,0.2533,-0.046082,-0.0054932,0.063171,-0.14771,-0.16296,-0.028992,0.11536,0.079956,-0.066833,0.090637,0.15106,-0.028687,0.083923,0.019836,0.014343,-0.073853,0.059204,-0.043335,-0.024414,0.12939,0.16541,-0.22003,0.11139,-0.19196,0.010376,0.070496,-0.19409,-0.020142,-0.086975,0.112,-0.0064087,-0.10254,0.024719,-0.033875,-0.09491,0.13519,0.075989,-0.016785,0.13367,0.12695,0.0067139,0.050964,-0.040283,0.070496,-0.027466,0.0094604,0.010986,0.016785,-0.09613,-0.0076294,-0.18036,-0.095215,0.052795,0.056763,-0.044861,-0.059509,0.042114,0.019531,0.088806,-0.10864,0.15564,-0.02655,0.019531,-0.086975,0.037537,-0.029602,0.0079346,0.0064087
-0.065918,0.11475,-0.1413,-0.12543,0.067444,0.012512,0.014954,0.021667,-0.076599,0.041504,0.0036621,0.20508,-0.033875,-0.0021362,0.075073,-0.15015,-0.13153,-0.043945,0.085449,0.033264,-0.065308,0.098267,0.17059,-0.021057,0.10345,0.0036621,0.023193,-0.050049,0.076904,-0.05127,-0.019531,0.13733,0.15869,-0.2124,0.12054,-0.18402,-0.0033569,0.025635,-0.20203,-0.0177,-0.067444,0.092163,-0.041809,-0.10284,0.014648,-0.0088501,-0.1059,0.13306,0.097961,0.00030518,0.14191,0.13519,0.041809,0.047302,-0.037231,0.029602,-0.036621,-0.0024414,0.0021362,0.055847,-0.093689,0.061035,-0.12878,-0.087585,0.07019,0.031433,-0.064697,-0.036926,0.066223,0.03418,0.086365,-0.080566,0.12909,-0.02594,0.032349,-0.089722,0.079956,0.0039673,-0.0082397,-0.012512
-0.013123,0.081482,-0.12695,-0.13092,0.0354,0.030518,-0.023499,0.0015259,-0.073242,0.037842,-0.0027466,0.10681,-0.023499,-0.0018311,0.082703,-0.15839,-0.12207,-0.027466,0.10681,0.00061035,-0.098877,0.081177,0.20111,-0.0094604,0.13184,-0.0054932,0.042114,-0.055847,0.093689,-0.065002,-0.02533,0.13092,0.12329,-0.19867,0.092468,-0.16907,-0.013428,0.032043,-0.21362,-0.0024414,-0.058594,0.064392,-0.056152,-0.10742,0.022278,-0.020142,-0.09491,0.12634,0.1059,-0.020752,0.15442,0.10315,0.04425,0.045776,-0.055237,0.012512,-0.052185,-0.0354,-0.0091553,0.050964,-0.10742,0.11383,-0.13763,-0.045471,0.096741,-0.0012207,-0.10254,-0.044556,0.11017,0.041504,0.11261,-0.048523,0.075684,-0.023499,0.013733,-0.073853,0.081482,0.055237,-0.0021362,-0.0091553
0.063782,0.11658,-0.12482,-0.12207,0.051575,0.017395,-0.0057983,0.0061035,-0.077209,0.028687,-0.028381,0.04303,-0.031433,-0.0177,0.099182,-0.1532,-0.13519,-0.023193,0.14313,0.02533,-0.14313,0.046082,0.20538,0.014954,0.1181,-0.00061035,0.019226,-0.037231,0.089111,-0.035095,-0.043335,0.13062,0.084229,-0.15594,0.057373,-0.18402,-0.03418,0.022278,-0.2002,0.0082397,-0.045471,0.049744,-0.056152,-0.078735,0.033569,-0.019226,-0.10529,0.13184,0.067139,-0.021973,0.17181,0.096741,0.053101,0.041504,-0.0088501,0.019836,-0.069275,-0.068665,-0.043945,0.045471,-0.095215,0.1416,-0.10437,-0.047913,0.12665,-0.0097656,-0.10223,-0.064392,0.13,0.027771,0.097656,-0.032959,0.11322,-0.03418,0.027161,-0.10803,0.11108,0.055542,-0.013428,0.024109
0.048218,0.13275,-0.080261,-0.14404,0.042419,0.010986,0.010376,0.0079346,-0.062866,0.073242,-0.039062,0.025635,-0.041809,-0.056152,0.06958,-0.15076,-0.12085,-0.090942,0.094299,0.0024414,-0.15167,0.0097656,0.21576,0.0030518,0.097961,0.010681,0.02533,-0.007019,0.14954,-0.041504,-0.050964,0.12054,0.044556,-0.10406,0.050049,-0.16266,-0.038452,-0.018921,-0.19165,0.06012,-0.040283,0.030823,-0.083008,-0.075684,0.044861,-0.041504,-0.12238,0.15625,0.082397,0.0048828,0.17609,0.076904,0.057373,0.005188,-0.023499,0.0015259,-0.065918,-0.11047,-0.033264,0.081787,-0.10712,0.19287,-0.12238,-0.042725,0.14954,-0.054932,-0.11749,-0.06012,0.13519,-0.00061035,0.057983,0.010071,0.094604,-0.04303,0.038452,-0.14374,0.093079,0.087585,-0.028687,0.041504
0.027771,0.12299,-0.06958,-0.14038,0.031128,-0.010681,0.019836,0.035095,-0.053101,0.10895,-0.046692,0.023193,-0.066833,-0.097351,0.083923,-0.12024,-0.11108,-0.11902,0.034485,0.0021362,-0.19104,-0.0048828,0.2063,0.039978,0.11017,0.032654,0.010681,-0.00091553,0.13,-0.027161,-0.068054,0.09552,0.028381,-0.048218,0.022278,-0.17151,-0.014343,-0.027466,-0.18005,0.074463,-0.033569,0.015869,-0.12665,-0.06958,0.042114,-0.067444,-0.13336,0.13977,0.038452,-0.00030518,0.19775,0.061951,0.075684,-0.0024414,-0.0036621,-0.028076,-0.067139,-0.083618,-0.020752,0.086365,-0.10254,0.20691,-0.13519,0.011292,0.19104,-0.047302,-0.12543,-0.022888,0.14191,0.0073242,0.02655,0.015564,0.067444,-0.057373,0.06073,-0.15778,0.057373,0.08606,-0.02655,0.025635
